PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_price,Sale_year
Residential,1170160000,8425 W CHEYENNE ST,,9,480,Ranch,Aluminum / Vinyl,1.0,1967,0,1422,1,3,1,1,9061,145900,2016
Residential,1170509000,9029 W ROCHELLE AV,,9,480,Ranch,Aluminum / Vinyl,1.0,1980,0,1377,1,3,1,1,10260,155000,2016
Residential,1170076000,8627 W DALLAS ST,,9,480,Ranch,Frame,1.0,1964,0,1227,1,3,1,1,10650,134500,2016
Residential,730043000,8081 N PINGREE AV,,9,240,Ranch,Aluminum / Vinyl,1.0,1971,0,1210,1,4,1,1,10183,133500,2016
Residential,1380021000,4816 W BRENTWOOD AV,,9,560,Ranch,Aluminum / Vinyl,1.0,1963,0,1205,1,4,2,1,6000,122000,2016
Residential,1400011000,6467 N 67TH ST,,9,660,Ranch,Frame,1.0,1968,0,1179,1,3,1,1,8460,89500,2016
Residential,1430506000,8117 W CLOVERNOOK ST,,9,480,Ranch,Brick,1.0,1960,0,1143,1,3,1,1,8064,129000,2016
Residential,1430525000,8144 W CLOVERNOOK ST,,9,480,Ranch,Frame,1.0,1957,0,1132,1,3,1,1,8060,106000,2016
Residential,1730133000,5735 W THURSTON AV,,9,960,Ranch,Aluminum / Vinyl,1.0,1951,0,1084,1,3,1,0,5670,60000,2016
Residential,1410292000,6508 N LANDERS ST,,9,660,Ranch,Frame,1.0,1968,0,1063,1,3,1,1,7200,65000,2016
Residential,1380030000,4660 W BRENTWOOD CT,,9,560,Ranch,Aluminum / Vinyl,1.0,1963,0,1033,1,3,1,1,6000,84900,2016
Residential,1200014000,6950 N 61ST ST,,9,520,Ranch,Frame,1.0,1965,0,1006,1,3,1,1,7280,71500,2016
Residential,1420170000,6701 N 78TH ST,,9,480,Ranch,Aluminum / Vinyl,1.0,1960,0,936,1,3,1,0,6095,63500,2016
Residential,1430403000,6674 N 84TH ST,,9,480,Split Level,Aluminum / Vinyl,1.0,1957,0,1261,1,3,2,0,7706,130700,2016
Residential,3040443000,2817 N 73RD ST,,10,1980,Cape Cod,Masonry / Frame,1.5,1937,0,1772,1,4,1,1,4982,180000,2016
Residential,3050574000,6641 W HADLEY ST,,10,1980,Cape Cod,Brick,1.5,1941,0,1609,1,3,2,0,7738,199000,2016
Residential,3050417000,2808 N HARTUNG AV,,10,1980,Cape Cod,Brick,1.5,1937,0,1496,1,4,1,1,4800,196000,2016
Residential,3040494000,2827 N 75TH ST,,10,2080,Cape Cod,Brick,1.0,1947,0,1348,1,3,1,0,4730,147000,2016
Residential,4090530000,9156 W MICHIGAN ST,,10,2760,Cape Cod,Frame,1.0,1953,0,1234,1,4,2,0,9300,164400,2016
Residential,4081068000,164 N 92ND ST,,10,2760,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1176,1,3,1,0,5500,145000,2016
Residential,4030547000,465 N 50TH ST,,10,2680,Colonial,Brick,2.0,1926,0,1965,1,3,2,1,6300,216800,2016
Residential,4030622000,250 N PINECREST ST,,10,2680,Colonial,Masonry / Frame,2.0,1951,0,1513,1,3,1,1,5828,200000,2016
Residential,3670862000,1527 N 49TH ST,,10,2600,Dplx Bungalow,Frame,1.5,1924,0,2134,2,4,2,0,4800,125000,2016
Residential,3460346000,1422 N 53RD ST,,10,2600,Dplx Bungalow,Aluminum / Vinyl,1.5,1919,0,1882,2,4,2,0,3660,104000,2016
Residential,3050673000,2778 N 70TH ST,,10,1980,Duplex N/S,Brick,2.0,1951,0,2438,2,4,3,0,5085,195000,2016
Residential,3050222000,2764 N AVONDALE BL,,10,1980,Duplex O/S,Brick,2.0,1941,0,2842,2,4,2,0,6250,198000,2016
Residential,4050183000,210 N 61ST ST,,10,2700,Duplex O/S,Aluminum / Vinyl,1.5,1900,0,1747,2,3,2,0,6650,90000,2016
Residential,4050143000,217-A N 61ST ST,,10,2700,Duplex O/S,Aluminum / Vinyl,1.5,1910,0,1745,2,6,2,1,6600,114000,2016
Residential,4040655000,235-A N 59TH ST,,10,2700,Duplex O/S,Aluminum / Vinyl,1.5,1920,0,1515,2,4,2,0,8400,148000,2016
Residential,3461476000,2179 N 56TH ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1919,0,1743,1,4,1,0,4520,108400,2016
Residential,3040154000,2919 N 73RD ST,,10,2080,Milwaukee Bungalow,Brick,1.0,1931,0,1647,1,3,1,0,5400,170000,2016
Residential,4200105000,6527 W FAIRVIEW AV,,10,2700,Milwaukee Bungalow,Frame,1.0,1924,0,1216,1,3,1,0,5625,82000,2016
Residential,3290814000,2434 N 59TH ST,,10,2540,Milwaukee Bungalow,Frame,1.0,1924,0,1206,1,3,2,0,4760,98000,2016
Residential,4040309000,545 N 54TH ST,,10,2660,Milwaukee Bungalow,Frame,1.0,1925,0,1188,1,2,1,0,3706,120000,2016
Residential,4210273000,574 S OAK PARK CT,,10,2710,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,990,1,2,1,0,4800,106500,2016
Residential,4200451100,646 S 66TH ST,,10,2710,Ranch,Aluminum / Vinyl,1.0,1963,0,1380,1,4,2,0,7440,154900,2016
Residential,3050271000,2748 N SHOLES AV,,10,1980,Ranch,Stone,1.0,1938,0,1112,1,2,1,0,4680,132000,2016
Residential,3461688000,2047 N 51ST ST,,10,2540,Residence O/S,Brick,2.0,1921,0,3091,1,5,3,0,4560,272000,2016
Residential,4020219100,524 N 40TH ST,,10,2180,Residence O/S,Aluminum / Vinyl,1.0,1921,0,1390,1,3,2,0,4080,118000,2016
Residential,3040062000,3054 N 74TH ST,,10,2080,Residence O/S,Brick,1.0,1928,0,941,1,2,1,0,4050,79400,2016
Residential,4090211000,601 N 94TH ST,,10,2760,Split Level,Stone,1.0,1956,0,1689,1,4,2,0,7250,173500,2016
Residential,3050524000,2738 N 72ND ST,,10,1980,Tudor,Stone,1.5,1931,0,1837,1,3,1,1,6192,215000,2016
Residential,5560320000,3719 S 51ST ST,,11,4420,Cape Cod,Aluminum / Vinyl,1.5,1955,0,1618,1,4,2,0,7500,131600,2016
Residential,5120753000,2745 S 45TH ST,,11,4320,Cape Cod,Brick,1.0,1949,0,1473,1,4,3,0,5120,155000,2016
Residential,5130316000,5319 W MONTANA ST,,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1943,0,1399,1,3,2,0,8640,163000,2016
Residential,5320040000,3418 S PRINCETON AV,,11,4410,Cape Cod,Stone,1.0,1937,0,1373,1,3,1,1,5699,150000,2016
Residential,5120570000,2745 S 48TH ST,,11,4320,Cape Cod,Frame,1.5,1952,0,1338,1,4,2,0,4920,153000,2016
Residential,5330309000,3356 W RUSKIN ST,,11,4400,Cape Cod,Brick,1.0,1951,0,1309,1,3,1,0,4800,115000,2016
Residential,5130500000,2708 S 53RD ST,,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1252,1,4,1,1,7980,155000,2016
Residential,5320299000,3543 W RUSKIN ST,,11,4410,Cape Cod,Brick,1.0,1953,0,1235,1,2,1,1,11264,115000,2016
Residential,4901129000,2525 S 64TH ST,,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1203,1,4,1,0,4900,130000,2016
Residential,4920298000,4625 W FILLMORE DR,,11,4260,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1189,1,4,1,1,5060,115000,2016
Residential,4920239000,4710 W SUMAC PL,,11,4260,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1177,1,3,2,0,5428,120000,2016
Residential,4901196000,6510 W CLEVELAND AV,,11,4240,Cape Cod,Brick,1.0,1953,0,1174,1,3,1,1,4800,103000,2016
Residential,5600323000,3626 S 91ST ST,,11,4350,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1022,1,3,1,0,7980,124900,2016
Residential,5611731000,3804 S 96TH ST,,11,4340,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1009,1,3,1,0,8418,100000,2016
Residential,5590109000,3539 S 83RD ST,,11,4340,Cape Cod,Aluminum / Vinyl,1.0,1943,0,1003,1,3,1,0,7980,126000,2016
Residential,5730397000,4056 S 52ND ST,,11,4420,Cape Cod,Aluminum / Vinyl,1.0,1954,0,789,1,2,1,0,6832,95500,2016
Residential,5320098000,3366 S 37TH ST,,11,4410,Colonial,Masonry / Frame,2.0,1974,0,2071,1,4,2,0,4800,227600,2016
Residential,5599985220,3525 S 79TH ST,,11,4340,Colonial,Aluminum / Vinyl,2.0,1962,0,1762,1,3,1,1,6608,200000,2016
Residential,5300304000,3437 S 57TH ST,,11,4420,Colonial,Aluminum / Vinyl,2.0,1953,0,1588,1,4,2,0,6120,152000,2016
Residential,5330728000,3174 S 31ST ST,,11,4400,Colonial,Masonry / Frame,2.0,1938,0,1435,1,3,1,1,4800,126000,2016
Residential,5100447000,3034 S 35TH ST,,11,4320,Duplex N/S,Brick,2.0,1951,0,2278,2,4,2,0,5984,148200,2016
Residential,5301057000,5625 W OKLAHOMA AV,,11,4420,Duplex N/S,Masonry / Frame,1.5,1966,0,2224,2,5,2,1,6118,159500,2016
Residential,5110416000,4016 W OKLAHOMA AV,,11,4400,Duplex N/S,Stone,2.0,1945,0,2128,2,4,2,1,4560,145000,2016
Residential,5110023000,4113 W FOREST HOME AV,,11,4320,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1930,0,1314,1,3,2,0,4800,131500,2016
Residential,5560393000,3828 S 53RD ST,,11,4420,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1928,0,1004,1,2,2,0,4800,114900,2016
Residential,5571102000,3558 S 63RD ST,,11,4420,Ranch,Brick,1.0,1968,0,1463,1,3,1,1,7000,167000,2016
Residential,5580473000,3817 S MASSACHUSETTS AV,,11,4330,Ranch,Stone,1.0,1959,0,1317,1,3,1,0,8550,137000,2016
Residential,5610327000,3585 S 94TH ST,,11,4340,Ranch,Aluminum / Vinyl,1.0,1966,0,1314,1,4,1,1,6600,168500,2016
Residential,5130522000,2710 S 55TH ST,,11,4240,Ranch,Brick,1.0,1954,0,1313,1,3,1,0,8468,124000,2016
Residential,5610549000,3776 S 94TH ST,,11,4340,Ranch,Aluminum / Vinyl,1.0,1968,0,1275,1,4,1,1,7729,179900,2016
Residential,5590908000,3735 S 81ST ST,,11,4340,Ranch,Aluminum / Vinyl,1.0,1959,0,1266,1,3,1,1,7573,134900,2016
Residential,5619976214,3748 S 93RD ST,,11,4340,Ranch,Brick,1.0,1967,0,1177,1,3,1,1,6240,160000,2016
Residential,5290561000,3354 S 65TH ST,,11,4380,Ranch,Aluminum / Vinyl,1.0,1953,0,1158,1,3,1,0,9940,151500,2016
Residential,5260181000,8643 W OHIO AV,,11,4340,Ranch,Aluminum / Vinyl,1.0,1963,0,1156,1,3,1,1,7000,142500,2016
Residential,5580409000,3773 S 68TH ST,,11,4330,Ranch,Aluminum / Vinyl,1.0,1957,0,1106,1,2,1,0,8060,136500,2016
Residential,5270384000,7713 W VERONA CT,,11,4340,Ranch,Aluminum / Vinyl,1.0,1958,0,1099,1,3,1,1,7200,114000,2016
Residential,5151109000,2901 S 71ST ST,,11,4240,Ranch,Brick,1.0,1954,0,1088,1,3,1,0,7560,147500,2016
Residential,5151115000,2947 S 71ST ST,,11,4240,Ranch,Brick,1.0,1954,0,1084,1,3,1,0,7290,147000,2016
Residential,5120136100,2802 S 51ST ST,,11,4240,Ranch,Aluminum / Vinyl,1.0,1949,0,1042,1,3,1,0,6650,96000,2016
Residential,5130007000,2854 S 58TH ST,,11,4240,Ranch,Brick,1.0,1956,0,1035,1,2,1,1,7440,125000,2016
Residential,5280060000,3386 S 69TH ST,,11,4380,Ranch,Aluminum / Vinyl,1.0,1955,0,1002,1,3,1,0,5750,122500,2016
Residential,5280053000,3425 S 68TH ST,,11,4380,Ranch,Aluminum / Vinyl,1.0,1954,0,990,1,3,1,0,6000,115000,2016
Residential,5560048000,3801 S 54TH ST,,11,4420,Ranch,Aluminum / Vinyl,1.0,1953,0,968,1,3,2,0,6615,119900,2016
Residential,5550055000,4713 W WILBUR AV,,11,4420,Ranch,Aluminum / Vinyl,1.0,1954,0,941,1,3,1,0,5400,115000,2016
Residential,5100346000,2919 S 33RD ST,,11,4000,Ranch,Aluminum / Vinyl,1.0,1950,0,915,1,2,1,0,5625,86000,2016
Residential,5560140000,3771 S 55TH ST,,11,4420,Ranch,Aluminum / Vinyl,1.0,1953,0,877,1,3,1,1,6750,97500,2016
Residential,5730047000,4172 S 57TH ST,,11,4420,Ranch,Aluminum / Vinyl,1.0,1956,0,876,1,3,2,0,5985,130000,2016
Residential,5291165000,6412 W MORGAN AV,,11,4380,Ranch,Frame,1.0,1953,0,864,1,3,1,0,6200,99000,2016
Residential,5560410000,3761 S 52ND ST,,11,4420,Ranch,Aluminum / Vinyl,1.0,1955,0,672,1,2,1,0,4800,105000,2016
Residential,5330357100,3305 W POE ST,,11,4400,Split Level,Stone,1.0,1963,0,2698,1,4,2,1,12852,245200,2016
Residential,5270359000,7908 W MORGAN AV,,11,4340,Triplex,Brick,2.0,1962,0,2522,3,5,3,0,7680,211250,2016
Residential,4961582100,2768 S 15TH PL,,12,4160,Duplex N/S,Aluminum / Vinyl,2.0,1959,0,1828,2,6,2,0,4875,121000,2016
Residential,4620381000,223 W ORCHARD ST,,12,4020,Duplex-Cottage,Aluminum / Vinyl,2.0,1900,0,3158,2,3,2,0,1750,57000,2016
Residential,4690694000,2037 S 15TH ST,,12,4120,Duplex-Cottage,Frame,1.0,1884,0,1836,2,5,1,1,3840,40000,2016
Residential,4620472100,1503 S 5TH ST,,12,4100,Residence O/S,Aluminum / Vinyl,1.5,1886,0,1695,1,4,2,0,3700,52000,2016
Residential,5800033000,3958 S 2ND ST,,13,4700,Cape Cod,Brick,1.0,1942,0,1491,1,3,2,0,4680,176000,2016
Residential,5940465000,225 E BOLIVAR AV,,13,4720,Cape Cod,Brick,1.0,1947,0,1162,1,3,2,0,4455,149000,2016
Residential,5490404000,3717 S 3RD ST,,13,4620,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1090,1,3,1,0,5900,125000,2016
Residential,5940210000,4339 S TAYLOR AV,,13,4720,Cape Cod,Brick,1.0,1955,0,1087,1,4,1,0,6028,118000,2016
Residential,5510960000,3765 S 19TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1042,1,3,1,0,4880,120000,2016
Residential,5800755000,4213 S 5TH PL,,13,4700,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1008,1,4,1,0,5175,127000,2016
Residential,6449957135,5311 S 21ST ST,,13,4780,Colonial,Aluminum / Vinyl,2.0,1974,0,2675,1,4,2,2,13464,247500,2016
Residential,6420622000,5315 S 6TH ST,,13,4800,Colonial,Masonry / Frame,2.0,1952,0,2200,1,4,2,0,13588,190000,2016
Residential,5940458000,4315 S AUSTIN ST,,13,4720,Colonial,Aluminum / Vinyl,2.0,1940,0,2184,1,4,2,1,5940,246500,2016
Residential,6690139100,2001 W RAMSEY AV,,13,4860,Colonial,Frame,2.0,1935,0,1668,1,4,1,1,24628,146000,2016
Residential,5080187000,1510 W OKLAHOMA AV,,13,4180,Dplx Bungalow,Aluminum / Vinyl,2.0,1924,0,2722,2,5,2,0,4560,140000,2016
Residential,5350672000,3145A S 17TH ST,,13,4520,Duplex N/S,Brick,1.5,1943,0,1858,2,4,2,0,4800,116000,2016
Residential,5492022100,115 W SAVELAND AV,,13,4620,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1926,0,2092,1,3,2,0,8884,152000,2016
Residential,5080275000,2968 S 15TH PL,,13,4180,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1473,1,3,2,0,3600,106900,2016
Residential,5800019000,3968 S 1ST PL,,13,4700,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1928,0,1461,1,4,2,0,8400,170000,2016
Residential,5351168000,3430 S 15TH PL,,13,4520,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1442,1,3,1,1,3600,137900,2016
Residential,5350041000,3428 S 19TH ST,,13,4520,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1928,0,1116,1,3,1,0,3660,112000,2016
Residential,5490035000,3859 S 5TH PL,,13,4700,Ranch,Brick,1.0,1953,0,1551,1,3,1,1,7200,167500,2016
Residential,6449897110,5446 S 25TH ST,,13,4780,Ranch,Aluminum / Vinyl,1.0,1970,0,1453,1,3,1,1,10010,203500,2016
Residential,6449987000,2407 W EDGERTON AV,,13,4780,Ranch,Aluminum / Vinyl,1.0,1962,0,1381,1,3,2,1,13520,189900,2016
Residential,6249975111,4854 S 20TH ST,,13,4780,Ranch,Brick,1.0,1955,0,1305,1,3,2,0,10400,150000,2016
Residential,6420029000,5245 S 7TH ST,,13,4800,Ranch,Brick,1.0,1967,0,1247,1,3,2,0,7440,130000,2016
Residential,5980167000,4469 S TENNESSEE AV,,13,4660,Ranch,Aluminum / Vinyl,1.0,1958,0,1240,1,3,2,0,6400,165000,2016
Residential,7160197000,6620 S 17TH ST,,13,4920,Ranch,Aluminum / Vinyl,1.0,1963,0,1189,1,3,2,0,7000,158500,2016
Residential,6700239000,5868 S 18TH ST,,13,4780,Ranch,Brick,1.0,1964,0,1128,1,3,1,1,9300,153000,2016
Residential,6700624100,5617 S 15TH PL,,13,4800,Ranch,Brick,1.0,1963,0,1124,1,3,2,1,7320,162000,2016
Residential,6230006100,4847 S 26TH ST,,13,4660,Ranch,Brick,1.0,1965,0,1115,1,3,1,1,6450,148000,2016
Residential,6670160000,5612 S HONEY CREEK DR,,13,4840,Ranch,Brick,1.0,1960,0,1064,1,3,1,1,7480,174900,2016
Residential,5811031210,4120 S QUINCY AV,,13,4700,Ranch,Aluminum / Vinyl,1.0,1959,0,1016,1,3,1,0,4992,113000,2016
Residential,6680166000,3232 W IONA TR,,13,4840,Ranch,Frame,1.0,1959,0,985,1,3,1,1,7590,137500,2016
Residential,5350967000,1905 W OHIO AV,,13,4520,Ranch,Aluminum / Vinyl,1.0,1950,0,956,1,3,1,0,4200,98000,2016
Residential,5491256000,3675 S 5TH ST,,13,4700,Ranch,Aluminum / Vinyl,1.0,1949,0,832,1,2,1,1,6786,108000,2016
Residential,5940262000,4529 S TAYLOR AV,,13,4720,Ranch,Brick,1.0,1955,0,810,1,2,2,0,5480,152500,2016
Residential,5490149000,3851 S 2ND ST,,13,4620,Residence O/S,Aluminum / Vinyl,1.0,1929,0,1577,1,3,1,0,11303,207900,2016
Residential,5350572000,3135 S 15TH ST,,13,4520,Residence O/S,Aluminum / Vinyl,1.5,1922,0,1285,1,3,1,0,3600,97000,2016
Residential,5800971000,4135 S 1ST PL,,13,4700,Residence O/S,Aluminum / Vinyl,1.0,1920,0,679,1,2,1,1,4800,119900,2016
Residential,6432493100,5282 S 14TH ST,,13,4800,Split Level,Aluminum / Vinyl,1.0,1987,0,1587,1,3,2,0,7125,164000,2016
Residential,5410239000,3329 S ILLINOIS AV,,14,4600,Cape Cod,Brick,1.0,1951,0,1649,1,4,2,0,5400,250000,2016
Residential,5401150000,3460 S ALABAMA AV,,14,4580,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1482,1,4,1,1,4800,141500,2016
Residential,5479907000,3779 S HANSON AV,,14,4620,Cape Cod,Aluminum / Vinyl,1.5,1949,0,1413,1,4,2,0,3813,140000,2016
Residential,5470341000,3858 S LOGAN AV,,14,4620,Cape Cod,Aluminum / Vinyl,1.5,1941,0,1324,1,3,2,1,5850,80000,2016
Residential,5380444000,3315 S QUINCY AV,,14,4580,Cape Cod,Stucco,1.0,1944,0,1198,1,3,2,0,5040,175000,2016
Residential,5380805000,3223 S TAYLOR AV,,14,4580,Cape Cod,Brick,1.0,1952,0,1153,1,3,2,0,4720,181300,2016
Residential,5471203000,3541 S CLEMENT AV,,14,4620,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1106,1,3,1,1,6674,128500,2016
Residential,5380404000,3319 S PINE AV,,14,4580,Colonial,Aluminum / Vinyl,2.0,1947,0,1378,1,3,1,1,5160,190500,2016
Residential,5471034000,3711 S LOGAN AV,,14,4620,Colonial,Aluminum / Vinyl,2.0,1937,0,1056,1,2,1,0,4216,122000,2016
Residential,5050510000,341 E SCHILLER ST,,14,4910,Cottage,Aluminum / Vinyl,1.0,1900,0,1406,1,2,2,0,3600,164000,2016
Residential,4660504000,2205 S ALLIS ST,,14,4510,Cottage,Aluminum / Vinyl,1.0,1900,0,1036,1,1,2,0,3240,89863,2016
Residential,5030992000,2210 E BENNETT AV,,14,4540,Duplex O/S,Aluminum / Vinyl,1.5,1901,0,1916,2,4,2,0,3600,201000,2016
Residential,4990782000,544 E DOVER ST,,14,4910,Duplex O/S,Aluminum / Vinyl,1.5,1890,0,1826,2,4,2,0,6435,215000,2016
Residential,4990221000,2439 S AUSTIN ST,,14,4910,Duplex O/S,Aluminum / Vinyl,2.0,1898,0,1712,2,4,2,0,3120,186000,2016
Residential,5381548000,3275 S PINE AV,,14,4580,Duplex O/S,Frame,1.5,1910,0,1555,2,4,2,0,3600,144900,2016
Residential,4990222000,2441 S AUSTIN ST,,14,4910,Duplex O/S,Aluminum / Vinyl,1.0,1895,0,1272,2,3,2,0,3120,168000,2016
Residential,4991259000,2404 S HOWELL AV,,14,4910,Milwaukee Bungalow,Brick,1.0,1925,0,1774,1,3,1,1,4200,229900,2016
Residential,5410027000,3129 S INDIANA AV,,14,4600,Milwaukee Bungalow,Frame,1.0,1923,0,1680,1,3,2,0,3600,260000,2016
Residential,5410667000,3210 S PENNSYLVANIA AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1923,0,1551,1,3,1,0,4800,228000,2016
Residential,5050764000,2723 S BURRELL ST,,14,4910,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1524,1,3,1,0,3420,151122,2016
Residential,5031511000,2780 S DELAWARE AV,,14,4540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1928,0,1523,1,3,2,1,3045,289000,2016
Residential,5360290000,3329 S 8TH ST,,14,4520,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1339,1,3,1,1,4636,130000,2016
Residential,4991137000,2628 S HOWELL AV,,14,4910,Milwaukee Bungalow,Brick,1.0,1929,0,1096,1,2,1,0,3267,135000,2016
Residential,5390045000,3152 S CALIFORNIA ST,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1058,1,3,1,0,3750,160500,2016
Residential,5821013000,4120 S LENOX ST,,14,4700,Ranch,Aluminum / Vinyl,1.0,1955,0,936,1,3,1,0,7198,112500,2016
Residential,5821022000,4130 S LENOX PL,,14,4700,Ranch,Aluminum / Vinyl,1.0,1955,0,936,1,3,1,0,7308,131900,2016
Residential,5479935000,1309 E WARNIMONT AV,,14,4620,Ranch,Aluminum / Vinyl,1.0,1950,0,912,1,3,1,0,8256,132500,2016
Residential,5480229000,3665 S WHITNALL AV,,14,4620,Ranch,Frame,1.0,1948,0,728,1,2,1,0,4840,80000,2016
Residential,5379980000,3449 S 2ND ST,,14,4580,Ranch,Aluminum / Vinyl,1.0,1951,0,712,1,2,1,0,6600,86000,2016
Residential,5410249000,3375 S ILLINOIS AV,,14,4600,Residence O/S,Aluminum / Vinyl,1.5,1897,0,2195,1,3,2,1,7320,345000,2016
Residential,5380824000,3234 S QUINCY AV,,14,4580,Residence O/S,Brick,1.0,1931,0,1937,1,4,2,1,4720,298000,2016
Residential,5020047000,3025 S WENTWORTH AV,,14,4540,Residence O/S,Aluminum / Vinyl,1.0,1908,0,1189,1,3,2,0,3600,220000,2016
Residential,5030415000,2730 S DELAWARE AV,,14,4540,Residence O/S,Aluminum / Vinyl,1.5,1910,0,1118,1,3,2,0,4500,242100,2016
Residential,5040405100,1310 E PRYOR AV,,14,4500,Residence O/S,Aluminum / Vinyl,1.5,1913,0,1054,1,3,1,0,4800,117500,2016
Residential,5041117000,1329 E IDAHO ST,,14,4500,Residence O/S,Aluminum / Vinyl,1.0,1897,0,983,1,2,1,0,2100,128000,2016
Residential,5480836000,3624 S QUINCY AV,,14,4620,Townhouse,Aluminum / Vinyl,2.0,1951,0,1256,1,3,1,0,2989,88000,2016
Residential,3281242000,2372 N 48TH ST,,15,2520,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1920,0,1779,1,3,1,0,5187,76000,2016
Residential,3651094100,1510 N 34TH ST,,15,2400,Residence O/S,Aluminum / Vinyl,1.0,1896,0,1760,1,4,2,0,5400,37000,2016
Residential,3250098000,2441 N 25TH ST,,15,2940,Residence O/S,Aluminum / Vinyl,1.0,1912,0,1223,1,4,1,0,3050,10000,2016
Residential,1719596000,5964 N 39TH ST,,1,900,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1411,1,4,1,1,5888,57500,2016
Residential,1719614000,5911 N 39TH ST,,1,900,Cape Cod,Brick,1.0,1953,0,1410,1,3,2,0,6400,90000,2016
Residential,1710464000,5753 N 42ND ST,,1,900,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1169,1,3,1,1,4800,45500,2016
Residential,1960133000,5532 N 11TH ST,,1,1220,Cape Cod,Brick,1.0,1951,0,1122,1,3,1,0,6050,131000,2016
Residential,1029958100,4107 W CALUMET RD,,1,380,Cape Cod,Block,1.0,1948,0,837,1,3,1,0,8670,63600,2016
Residential,2449971000,4365 N 15TH ST,,1,1620,Cottage,Frame,1.0,1923,0,487,1,1,1,0,5084,8000,2016
Residential,1920763000,5271 N 38TH ST,,1,1160,Duplex N/S,Frame,1.5,1962,0,1737,2,5,2,0,3600,24200,2016
Residential,2450313000,4219 N 25TH ST,,1,1500,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1382,1,3,1,0,4280,44500,2016
Residential,1920509000,5324 N 36TH ST,,1,1160,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1922,0,1240,1,2,1,0,5400,36667,2016
Residential,1700340000,3028 W ORIOLE DR,,1,900,Ranch,Brick,1.0,1957,0,1080,1,2,1,0,3690,73000,2016
Residential,1700613000,3136 W REICHERT PL,,1,900,Ranch,Brick,1.0,1955,0,1026,1,3,1,0,6000,75000,2016
Residential,1750471000,5722 N 73RD ST,,2,980,Cape Cod,Brick,1.0,1951,0,995,1,3,1,0,9600,80000,2016
Residential,2250075000,4563 N 73RD ST,,2,1480,Duplex N/S,Brick,2.0,1958,0,2271,2,5,3,0,8308,108000,2016
Residential,1779992120,5619 N 86TH ST,,2,1020,Ranch,Aluminum / Vinyl,1.0,1966,0,1637,1,3,1,1,6500,110000,2016
Residential,1510060000,6062 N DENMARK ST,,2,50,Ranch,Aluminum / Vinyl,1.0,1964,0,1254,1,3,1,1,10235,140000,2016
Residential,2110852000,4875 N 61ST ST,,2,1140,Ranch,Aluminum / Vinyl,1.0,1953,0,1136,1,3,1,0,6750,59000,2016
Residential,2120474100,5008 N 74TH ST,,2,1480,Ranch,Frame,1.0,1952,0,1136,1,3,1,0,8700,87500,2016
Residential,1510064000,6020 N 99TH ST,,2,50,Ranch,Brick,1.0,1961,0,1030,1,3,1,1,8400,100000,2016
Residential,2250914000,4513 N 68TH ST,,2,1490,Ranch,Brick,1.0,1955,0,1019,1,2,1,0,7200,78000,2016
Residential,1530152000,7917 W MILL RD,,2,700,Ranch,Aluminum / Vinyl,1.0,1958,0,1011,1,3,1,1,7200,77400,2016
Residential,2120065100,7317 W MEDFORD AV,,2,1480,Ranch,Stone,1.0,1951,0,964,1,3,1,0,11088,89400,2016
Residential,1501003000,6264 N 104TH ST,,2,820,Ranch,Aluminum / Vinyl,1.0,1971,0,936,1,3,1,0,7980,120000,2016
